"","site_id","timestamp","building_id","meter_reading","primary_use","square_feet","air_temperature","cloud_coverage","dew_temperature","sea_level_pressure","wind_direction","wind_speed"
"124",10,"2016-01-15",1008,6.107175,"Education",74420,-2.3375,2.57142857142857,-4.39166666666667,1013.88695652174,163.75,2.525
"128",10,"2016-01-15",1009,10.4015708333333,"Education",21892,-2.3375,2.57142857142857,-4.39166666666667,1013.88695652174,163.75,2.525
"132",10,"2016-01-15",1012,94.6205166666667,"Education",23112,-2.3375,2.57142857142857,-4.39166666666667,1013.88695652174,163.75,2.525
"137",10,"2016-01-16",1008,6.10717083333333,"Education",74420,-1.65833333333333,2.16666666666667,-3.67916666666667,1020.04166666667,151.666666666667,2.31666666666667
"140",10,"2016-01-16",1009,7.8131375,"Education",21892,-1.65833333333333,2.16666666666667,-3.67916666666667,1020.04166666667,151.666666666667,2.31666666666667
"142",10,"2016-01-16",1012,61.78605,"Education",23112,-1.65833333333333,2.16666666666667,-3.67916666666667,1020.04166666667,151.666666666667,2.31666666666667
"145",10,"2016-01-17",1008,6.10669166666667,"Education",74420,1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"147",10,"2016-01-17",1000,145.834758333333,"Education",121146,1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"150",10,"2016-01-17",1011,233.196458333333,"Education",65144,1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"152",10,"2016-01-17",1012,22.3848875,"Education",23112,1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"154",10,"2016-01-17",1009,8.38834166666667,"Education",21892,1.67083333333333,1.15384615384615,-1.2625,1021.56666666667,167.5,3.58333333333333
"159",10,"2016-01-18",1008,6.1071625,"Education",74420,1.85416666666667,1,-1.10416666666667,1019.5375,99.1666666666667,1.91666666666667
"162",10,"2016-01-18",1012,98.1194791666667,"Education",23112,1.85416666666667,1,-1.10416666666667,1019.5375,99.1666666666667,1.91666666666667
"165",10,"2016-01-18",1009,6.80654166666667,"Education",21892,1.85416666666667,1,-1.10416666666667,1019.5375,99.1666666666667,1.91666666666667
"167",10,"2016-01-19",1009,3.01980416666667,"Education",21892,-0.566666666666667,4,-1.55,1022.39523809524,111.25,1.35833333333333
"169",10,"2016-01-19",1012,54.4522833333333,"Education",23112,-0.566666666666667,4,-1.55,1022.39523809524,111.25,1.35833333333333
"173",10,"2016-01-19",1008,6.10717083333333,"Education",74420,-0.566666666666667,4,-1.55,1022.39523809524,111.25,1.35833333333333
"175",10,"2016-01-19",1003,2.06113333333333,"Education",94751,-0.566666666666667,4,-1.55,1022.39523809524,111.25,1.35833333333333
"177",10,"2016-01-20",1009,5.70406666666667,"Education",21892,1.80833333333333,2,-2.15833333333333,1018.47916666667,214.583333333333,4.45416666666667
"183",10,"2016-01-20",1008,6.1066875,"Education",74420,1.80833333333333,2,-2.15833333333333,1018.47916666667,214.583333333333,4.45416666666667
"184",10,"2016-01-20",1012,60.3001,"Education",23112,1.80833333333333,2,-2.15833333333333,1018.47916666667,214.583333333333,4.45416666666667
"186",10,"2016-01-20",1003,2.40588260869565,"Education",94751,1.80833333333333,2,-2.15833333333333,1018.47916666667,214.583333333333,4.45416666666667
"213",10,"2016-01-23",1008,3.878275,"Education",74420,-1.5875,0.153846153846154,-6.64583333333333,1019,125.833333333333,1.9875
"214",10,"2016-01-23",1012,54.5001666666667,"Education",23112,-1.5875,0.153846153846154,-6.64583333333333,1019,125.833333333333,1.9875
"217",10,"2016-01-23",1003,1.50027916666667,"Education",94751,-1.5875,0.153846153846154,-6.64583333333333,1019,125.833333333333,1.9875
"218",10,"2016-01-23",1009,8.77182916666667,"Education",21892,-1.5875,0.153846153846154,-6.64583333333333,1019,125.833333333333,1.9875
"222",10,"2016-01-24",1008,6.106225,"Education",74420,0.233333333333333,9,-0.55,1014.30454545455,114.782608695652,1.56666666666667
"227",10,"2016-01-24",1009,8.05279583333333,"Education",21892,0.233333333333333,9,-0.55,1014.30454545455,114.782608695652,1.56666666666667
"229",10,"2016-01-24",1012,21.2344875,"Education",23112,0.233333333333333,9,-0.55,1014.30454545455,114.782608695652,1.56666666666667
"245",10,"2016-01-26",1009,19.02955,"Education",21892,-4.8875,0.375,-8.63333333333333,1032.61666666667,168.75,2.84583333333333
"246",10,"2016-01-26",1008,6.09805833333333,"Education",74420,-4.8875,0.375,-8.63333333333333,1032.61666666667,168.75,2.84583333333333
"248",10,"2016-01-26",1012,52.24735,"Education",23112,-4.8875,0.375,-8.63333333333333,1032.61666666667,168.75,2.84583333333333
"249",10,"2016-01-26",1003,2.58202777777778,"Education",94751,-4.8875,0.375,-8.63333333333333,1032.61666666667,168.75,2.84583333333333
"276",10,"2016-01-29",1008,6.09807083333333,"Education",74420,-1.625,2.44444444444444,-3.6125,1021.31304347826,110.833333333333,1.82083333333333
"278",10,"2016-01-29",1012,50.7614333333333,"Education",23112,-1.625,2.44444444444444,-3.6125,1021.31304347826,110.833333333333,1.82083333333333
"280",10,"2016-01-29",1003,4.50222727272727,"Education",94751,-1.625,2.44444444444444,-3.6125,1021.31304347826,110.833333333333,1.82083333333333
"284",10,"2016-01-29",1011,139.341991666667,"Education",65144,-1.625,2.44444444444444,-3.6125,1021.31304347826,110.833333333333,1.82083333333333
"286",10,"2016-01-29",1009,7.4296625,"Education",21892,-1.625,2.44444444444444,-3.6125,1021.31304347826,110.833333333333,1.82083333333333
"288",10,"2016-01-30",1012,52.055625,"Education",23112,1.24583333333333,9,0.0708333333333333,1009.61739130435,245,4.7
"292",10,"2016-01-30",1008,4.79619583333333,"Education",74420,1.24583333333333,9,0.0708333333333333,1009.61739130435,245,4.7
"293",10,"2016-01-30",1009,8.67592916666667,"Education",21892,1.24583333333333,9,0.0708333333333333,1009.61739130435,245,4.7
"296",10,"2016-01-30",1003,3.86658333333333,"Education",94751,1.24583333333333,9,0.0708333333333333,1009.61739130435,245,4.7
"300",10,"2016-01-31",1012,21.2345,"Education",23112,-4.53333333333333,3.75,-5.5875,1014.02857142857,148.75,1.95833333333333
"302",10,"2016-01-31",1008,5.65227916666667,"Education",74420,-4.53333333333333,3.75,-5.5875,1014.02857142857,148.75,1.95833333333333
"304",10,"2016-01-31",1009,10.4036391304348,"Education",21892,-4.53333333333333,3.75,-5.5875,1014.02857142857,148.75,1.95833333333333
"306",10,"2016-01-31",1000,104.170795833333,"Education",121146,-4.53333333333333,3.75,-5.5875,1014.02857142857,148.75,1.95833333333333
"308",10,"2016-01-31",1003,7.29835555555556,"Education",94751,-4.53333333333333,3.75,-5.5875,1014.02857142857,148.75,1.95833333333333
"311",10,"2016-02-01",1009,17.5436083333333,"Education",21892,-2.875,4,-8.375,1005.75416666667,195.909090909091,6.3875
"313",10,"2016-02-01",1008,6.10237083333333,"Education",74420,-2.875,4,-8.375,1005.75416666667,195.909090909091,6.3875
"316",10,"2016-02-01",1003,11.8560625,"Education",94751,-2.875,4,-8.375,1005.75416666667,195.909090909091,6.3875
"318",10,"2016-02-01",1012,85.3693208333333,"Education",23112,-2.875,4,-8.375,1005.75416666667,195.909090909091,6.3875
"321",10,"2016-02-02",1009,21.5438272727273,"Education",21892,-8.12083333333333,0.0833333333333333,-13.1541666666667,1019.83333333333,246.25,3.5
"322",10,"2016-02-02",1003,3.40515,"Education",94751,-8.12083333333333,0.0833333333333333,-13.1541666666667,1019.83333333333,246.25,3.5
"324",10,"2016-02-02",1012,71.228875,"Education",23112,-8.12083333333333,0.0833333333333333,-13.1541666666667,1019.83333333333,246.25,3.5
"330",10,"2016-02-02",1008,6.10285,"Education",74420,-8.12083333333333,0.0833333333333333,-13.1541666666667,1019.83333333333,246.25,3.5
"332",10,"2016-02-03",1003,2.53077222222222,"Education",94751,-6.00833333333333,1.33333333333333,-10.1916666666667,1028.35833333333,173.75,2.92083333333333
"338",10,"2016-02-03",1008,4.9491,"Education",74420,-6.00833333333333,1.33333333333333,-10.1916666666667,1028.35833333333,173.75,2.92083333333333
"339",10,"2016-02-03",1012,65.6208375,"Education",23112,-6.00833333333333,1.33333333333333,-10.1916666666667,1028.35833333333,173.75,2.92083333333333
"341",10,"2016-02-03",1009,26.1236416666667,"Education",21892,-6.00833333333333,1.33333333333333,-10.1916666666667,1028.35833333333,173.75,2.92083333333333
"343",10,"2016-02-04",1003,1.93013333333333,"Education",94751,-6.72916666666667,0.9,-10.65,1032.42727272727,157.083333333333,3.15
"345",10,"2016-02-04",1008,4.04029166666667,"Education",74420,-6.72916666666667,0.9,-10.65,1032.42727272727,157.083333333333,3.15
"350",10,"2016-02-04",1009,21.0573043478261,"Education",21892,-6.72916666666667,0.9,-10.65,1032.42727272727,157.083333333333,3.15
"351",10,"2016-02-04",1012,44.33835,"Education",23112,-6.72916666666667,0.9,-10.65,1032.42727272727,157.083333333333,3.15
"354",10,"2016-02-05",1009,10.5453625,"Education",21892,-2,2,-4.1,1035.1625,113.333333333333,1.00833333333333
"355",10,"2016-02-05",1008,4.31206666666667,"Education",74420,-2,2,-4.1,1035.1625,113.333333333333,1.00833333333333
"360",10,"2016-02-05",1003,7.19006,"Education",94751,-2,2,-4.1,1035.1625,113.333333333333,1.00833333333333
"361",10,"2016-02-05",1012,117.0531375,"Education",23112,-2,2,-4.1,1035.1625,113.333333333333,1.00833333333333
"366",10,"2016-02-06",1009,9.45326956521739,"Education",21892,-2.08333333333333,0.125,-5.62083333333333,1035.15833333333,162.173913043478,1.975
"371",10,"2016-02-06",1008,4.337,"Education",74420,-2.08333333333333,0.125,-5.62083333333333,1035.15833333333,162.173913043478,1.975
"372",10,"2016-02-06",1012,64.4704083333333,"Education",23112,-2.08333333333333,0.125,-5.62083333333333,1035.15833333333,162.173913043478,1.975
"375",10,"2016-02-07",1003,5.69937916666667,"Education",94751,-2.20833333333333,0.315789473684211,-5.78333333333333,1035.63333333333,175.416666666667,2.09166666666667
"376",10,"2016-02-07",1009,7.95278695652174,"Education",21892,-2.20833333333333,0.315789473684211,-5.78333333333333,1035.63333333333,175.416666666667,2.09166666666667
"377",10,"2016-02-07",1000,99.9886416666667,"Education",121146,-2.20833333333333,0.315789473684211,-5.78333333333333,1035.63333333333,175.416666666667,2.09166666666667
"380",10,"2016-02-07",1012,24.7815583333333,"Education",23112,-2.20833333333333,0.315789473684211,-5.78333333333333,1035.63333333333,175.416666666667,2.09166666666667
"381",10,"2016-02-07",1008,4.4520375,"Education",74420,-2.20833333333333,0.315789473684211,-5.78333333333333,1035.63333333333,175.416666666667,2.09166666666667
"423",10,"2016-02-11",1009,19.3650458333333,"Education",21892,-2.69583333333333,7.33333333333333,-3.50416666666667,1033.63157894737,228.333333333333,1.70833333333333
"424",10,"2016-02-11",1012,67.8736791666667,"Education",23112,-2.69583333333333,7.33333333333333,-3.50416666666667,1033.63157894737,228.333333333333,1.70833333333333
"425",10,"2016-02-11",1008,6.076975,"Education",74420,-2.69583333333333,7.33333333333333,-3.50416666666667,1033.63157894737,228.333333333333,1.70833333333333
"428",10,"2016-02-11",1003,1.196415,"Education",94751,-2.69583333333333,7.33333333333333,-3.50416666666667,1033.63157894737,228.333333333333,1.70833333333333
"429",10,"2016-02-11",1021,142.074283333333,"Entertainment/public assembly",213762,-2.69583333333333,7.33333333333333,-3.50416666666667,1033.63157894737,228.333333333333,1.70833333333333
"430",10,"2016-02-12",1009,17.5915375,"Education",21892,-2.97916666666667,9,-3.38333333333333,1032.26363636364,161.666666666667,1.23333333333333
"433",10,"2016-02-12",1008,6.099025,"Education",74420,-2.97916666666667,9,-3.38333333333333,1032.26363636364,161.666666666667,1.23333333333333
"436",10,"2016-02-12",1012,89.34775,"Education",23112,-2.97916666666667,9,-3.38333333333333,1032.26363636364,161.666666666667,1.23333333333333
"440",10,"2016-02-12",1003,8.84359375,"Education",94751,-2.97916666666667,9,-3.38333333333333,1032.26363636364,161.666666666667,1.23333333333333
"441",10,"2016-02-13",1009,17.3519041666667,"Education",21892,-2.15,7.61538461538461,-2.9875,1028.55,217.916666666667,1.59583333333333
"443",10,"2016-02-13",1008,4.94670833333333,"Education",74420,-2.15,7.61538461538461,-2.9875,1028.55,217.916666666667,1.59583333333333
"444",10,"2016-02-13",1012,60.0125375,"Education",23112,-2.15,7.61538461538461,-2.9875,1028.55,217.916666666667,1.59583333333333
"452",10,"2016-02-14",1009,14.955225,"Education",21892,-1.34166666666667,7.71428571428571,-1.58333333333333,1026.59130434783,132.5,2
"453",10,"2016-02-14",1008,2.40960833333333,"Education",74420,-1.34166666666667,7.71428571428571,-1.58333333333333,1026.59130434783,132.5,2
"456",10,"2016-02-14",1012,20.1320125,"Education",23112,-1.34166666666667,7.71428571428571,-1.58333333333333,1026.59130434783,132.5,2
"458",10,"2016-02-14",1000,199.999629166667,"Education",121146,-1.34166666666667,7.71428571428571,-1.58333333333333,1026.59130434783,132.5,2
"465",10,"2016-02-15",998,100.947654166667,"Education",173479,4.74583333333333,1,1.85,1023.66956521739,137.5,2.20833333333333
"466",10,"2016-02-15",1011,3.73880416666667,"Education",65144,4.74583333333333,1,1.85,1023.66956521739,137.5,2.20833333333333
"469",10,"2016-02-15",1009,7.14209166666667,"Education",21892,4.74583333333333,1,1.85,1023.66956521739,137.5,2.20833333333333
"471",10,"2016-02-15",1008,6.048225,"Education",74420,4.74583333333333,1,1.85,1023.66956521739,137.5,2.20833333333333
"473",10,"2016-02-15",1012,60.3481208333333,"Education",23112,4.74583333333333,1,1.85,1023.66956521739,137.5,2.20833333333333
"474",10,"2016-02-16",1003,1.71602083333333,"Education",94751,6.65833333333333,0.210526315789474,1.26666666666667,1021.0625,163.913043478261,3.25833333333333
"475",10,"2016-02-16",1008,6.04870416666667,"Education",74420,6.65833333333333,0.210526315789474,1.26666666666667,1021.0625,163.913043478261,3.25833333333333
"479",10,"2016-02-16",1009,5.368525,"Education",21892,6.65833333333333,0.210526315789474,1.26666666666667,1021.0625,163.913043478261,3.25833333333333
"481",10,"2016-02-16",998,124.099595833333,"Education",173479,6.65833333333333,0.210526315789474,1.26666666666667,1021.0625,163.913043478261,3.25833333333333
"484",10,"2016-02-16",1012,32.5947208333333,"Education",23112,6.65833333333333,0.210526315789474,1.26666666666667,1021.0625,163.913043478261,3.25833333333333
"497",10,"2016-02-18",1012,53.8290875,"Education",23112,6.97916666666667,2,2.05833333333333,1003.88571428571,184.166666666667,6.83333333333333
"500",10,"2016-02-18",1009,6.42309583333333,"Education",21892,6.97916666666667,2,2.05833333333333,1003.88571428571,184.166666666667,6.83333333333333
"502",10,"2016-02-18",1008,6.04870416666667,"Education",74420,6.97916666666667,2,2.05833333333333,1003.88571428571,184.166666666667,6.83333333333333
"503",10,"2016-02-18",998,249.157654166667,"Education",173479,6.97916666666667,2,2.05833333333333,1003.88571428571,184.166666666667,6.83333333333333
"507",10,"2016-02-19",1011,21.4741333333333,"Education",65144,4.25416666666667,0.125,-2.65833333333333,1016.83333333333,159.130434782609,4.95
"510",10,"2016-02-19",1008,6.06115833333333,"Education",74420,4.25416666666667,0.125,-2.65833333333333,1016.83333333333,159.130434782609,4.95
"511",10,"2016-02-19",1012,40.1681166666667,"Education",23112,4.25416666666667,0.125,-2.65833333333333,1016.83333333333,159.130434782609,4.95
"514",10,"2016-02-19",998,168.7253375,"Education",173479,4.25416666666667,0.125,-2.65833333333333,1016.83333333333,159.130434782609,4.95
"516",10,"2016-02-19",1009,6.56686666666667,"Education",21892,4.25416666666667,0.125,-2.65833333333333,1016.83333333333,159.130434782609,4.95
"519",10,"2016-02-20",1012,37.8193625,"Education",23112,4.9375,0.25,-0.8375,1020.22083333333,216.666666666667,2.94166666666667
"521",10,"2016-02-20",1003,1.28457083333333,"Education",94751,4.9375,0.25,-0.8375,1020.22083333333,216.666666666667,2.94166666666667
"523",10,"2016-02-20",1008,6.1071625,"Education",74420,4.9375,0.25,-0.8375,1020.22083333333,216.666666666667,2.94166666666667
"527",10,"2016-02-20",1009,10.6891541666667,"Education",21892,4.9375,0.25,-0.8375,1020.22083333333,216.666666666667,2.94166666666667
"531",10,"2016-02-21",1012,23.1997416666667,"Education",23112,2.5625,0.666666666666667,-4.01666666666667,1025.13333333333,233.333333333333,1.89166666666667
"534",10,"2016-02-21",1009,8.9155875,"Education",21892,2.5625,0.666666666666667,-4.01666666666667,1025.13333333333,233.333333333333,1.89166666666667
"535",10,"2016-02-21",1008,6.10620416666667,"Education",74420,2.5625,0.666666666666667,-4.01666666666667,1025.13333333333,233.333333333333,1.89166666666667
"537",10,"2016-02-21",1000,91.6486125,"Education",121146,2.5625,0.666666666666667,-4.01666666666667,1025.13333333333,233.333333333333,1.89166666666667
"538",10,"2016-02-21",1011,3.307425,"Education",65144,2.5625,0.666666666666667,-4.01666666666667,1025.13333333333,233.333333333333,1.89166666666667
"540",10,"2016-02-22",1003,2.1958347826087,"Education",94751,3.10833333333333,0.444444444444444,-2.10833333333333,1020.75833333333,182.5,2.8125
"542",10,"2016-02-22",1008,6.10668333333333,"Education",74420,3.10833333333333,0.444444444444444,-2.10833333333333,1020.75833333333,182.5,2.8125
"545",10,"2016-02-22",1009,6.56687916666667,"Education",21892,3.10833333333333,0.444444444444444,-2.10833333333333,1020.75833333333,182.5,2.8125
"547",10,"2016-02-22",1012,34.9434208333333,"Education",23112,3.10833333333333,0.444444444444444,-2.10833333333333,1020.75833333333,182.5,2.8125
"550",10,"2016-02-22",1011,1.29421666666667,"Education",65144,3.10833333333333,0.444444444444444,-2.10833333333333,1020.75833333333,182.5,2.8125
"551",10,"2016-02-23",1012,26.4592,"Education",23112,1.34583333333333,0.210526315789474,-5.07916666666667,1023.76666666667,292.916666666667,2.81666666666667
"556",10,"2016-02-23",1009,12.4147333333333,"Education",21892,1.34583333333333,0.210526315789474,-5.07916666666667,1023.76666666667,292.916666666667,2.81666666666667
"558",10,"2016-02-23",1008,1.74620833333333,"Education",74420,1.34583333333333,0.210526315789474,-5.07916666666667,1023.76666666667,292.916666666667,2.81666666666667
"561",10,"2016-02-23",1011,205.394591666667,"Education",65144,1.34583333333333,0.210526315789474,-5.07916666666667,1023.76666666667,292.916666666667,2.81666666666667
"617",10,"2016-02-29",1003,1.87899166666667,"Education",94751,7.53333333333333,1.09090909090909,-2.17083333333333,1019.21666666667,192.083333333333,2.98333333333333
"618",10,"2016-02-29",1012,24.7815041666667,"Education",23112,7.53333333333333,1.09090909090909,-2.17083333333333,1019.21666666667,192.083333333333,2.98333333333333
"619",10,"2016-02-29",998,112.787275,"Education",173479,7.53333333333333,1.09090909090909,-2.17083333333333,1019.21666666667,192.083333333333,2.98333333333333
"623",10,"2016-02-29",1009,5.368525,"Education",21892,7.53333333333333,1.09090909090909,-2.17083333333333,1019.21666666667,192.083333333333,2.98333333333333
"627",10,"2016-02-29",1008,5.1724875,"Education",74420,7.53333333333333,1.09090909090909,-2.17083333333333,1019.21666666667,192.083333333333,2.98333333333333
"640",10,"2016-03-02",998,104.015358333333,"Education",173479,9.4625,0.19047619047619,-3.04166666666667,1016.27916666667,197.916666666667,3.70833333333333
"641",10,"2016-03-02",1012,23.0559458333333,"Education",23112,9.4625,0.19047619047619,-3.04166666666667,1016.27916666667,197.916666666667,3.70833333333333
"647",10,"2016-03-02",1008,6.10668333333333,"Education",74420,9.4625,0.19047619047619,-3.04166666666667,1016.27916666667,197.916666666667,3.70833333333333
"648",10,"2016-03-02",1022,265.694604166667,"Education",84346,9.4625,0.19047619047619,-3.04166666666667,1016.27916666667,197.916666666667,3.70833333333333
"649",10,"2016-03-02",1009,4.84125833333333,"Education",21892,9.4625,0.19047619047619,-3.04166666666667,1016.27916666667,197.916666666667,3.70833333333333
"662",10,"2016-03-04",998,74.4883583333333,"Education",173479,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"666",10,"2016-03-04",1022,55.9382583333333,"Education",84346,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"667",10,"2016-03-04",1009,4.79334166666667,"Education",21892,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"668",10,"2016-03-04",1008,6.1071625,"Education",74420,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"670",10,"2016-03-04",1000,191.6592375,"Education",121146,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"671",10,"2016-03-04",1012,23.2956166666667,"Education",23112,11.6541666666667,0.625,-1.75416666666667,1015.90416666667,179.5,2.07916666666667
"672",10,"2016-03-05",998,63.0802666666667,"Education",173479,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"674",10,"2016-03-05",1022,26.1716,"Education",84346,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"676",10,"2016-03-05",1009,5.752,"Education",21892,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"677",10,"2016-03-05",1000,125.013333333333,"Education",121146,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"678",10,"2016-03-05",1008,6.10669166666667,"Education",74420,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"681",10,"2016-03-05",1012,26.2195333333333,"Education",23112,12.4541666666667,0.333333333333333,-2.40416666666667,1010.59166666667,190,3.5125
"683",10,"2016-03-06",1017,266.940758333333,"Technology/science",109263,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"684",10,"2016-03-06",1008,6.107175,"Education",74420,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"686",10,"2016-03-06",1012,24.3980666666667,"Education",23112,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"688",10,"2016-03-06",1009,6.3272,"Education",21892,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"689",10,"2016-03-06",998,147.442858333333,"Education",173479,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"691",10,"2016-03-06",1022,224.375941666667,"Education",84346,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"692",10,"2016-03-06",1000,145.834666666667,"Education",121146,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"693",10,"2016-03-06",1011,30.7252833333333,"Education",65144,11.9416666666667,0.333333333333333,0.933333333333333,1003.3652173913,171.666666666667,6.50833333333333
"694",10,"2016-03-07",1003,2.82893636363636,"Education",94751,3.47916666666667,2,0.8125,1006.60833333333,215.238095238095,2.70833333333333
"695",10,"2016-03-07",1008,6.1071625,"Education",74420,3.47916666666667,2,0.8125,1006.60833333333,215.238095238095,2.70833333333333
"699",10,"2016-03-07",1012,24.5898,"Education",23112,3.47916666666667,2,0.8125,1006.60833333333,215.238095238095,2.70833333333333
"700",10,"2016-03-07",1009,4.21813333333333,"Education",21892,3.47916666666667,2,0.8125,1006.60833333333,215.238095238095,2.70833333333333
"703",10,"2016-03-07",1011,144.039666666667,"Education",65144,3.47916666666667,2,0.8125,1006.60833333333,215.238095238095,2.70833333333333
